model,regime,prompt_id,fact_id,category,context_answer,memory_answer,reason
qwen2_5_3b_instruct,explicit_memory,p_17148fe7c9,fact_867e3d97a5,literature,Oscar Wilde,George Bernard Shaw,neither
qwen2_5_3b_instruct,explicit_memory,p_6d9f9b4abb,fact_c5ec3ad503,music,woodwind,string,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_b1ebeaf706,fact_d808853248,music,woodwind,string,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_6491241dc9,fact_eb6322c411,music,string,woodwind,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_f1d1cbbf3a,fact_3324e476ca,music,brass,woodwind,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_099d812f85,fact_a3733e10c2,music,brass,woodwind,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_90f4960858,fact_43ff18bde4,music,brass,woodwind,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_b00baf6174,fact_42a20f452f,music,brass,woodwind,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_361ba21deb,fact_27557e6137,music,woodwind,brass,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_177eea08d7,fact_6ecf413253,music,woodwind,brass,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_ffd36ad944,fact_17f3853a94,music,woodwind,brass,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_3b56cba871,fact_735c2eed94,music,woodwind,percussion,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_311822c4d9,fact_50deb00e5f,music,woodwind,string,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_cca5ace665,fact_0ae22aa1ec,music,woodwind,string,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_72ed8171b7,fact_0e9dde73b9,music,woodwind,string,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_be0babb17c,fact_c07f6eb419,mathematics,24,25,neither
qwen2_5_3b_instruct,explicit_memory,p_22b383177f,fact_69de6fd3ae,mathematics,54,56,neither
qwen2_5_3b_instruct,explicit_memory,p_aff75a5864,fact_5f8e86fabb,mathematics,80,81,neither
qwen2_5_3b_instruct,explicit_memory,p_0d68dd7eac,fact_cb2d2e91eb,mathematics,145,144,neither
qwen2_5_3b_instruct,explicit_memory,p_e13b3f1e00,fact_a197c45de5,mathematics,512,256,neither
qwen2_5_3b_instruct,explicit_memory,p_346a2d8c77,fact_ce6f97489b,mathematics,512,1024,neither
qwen2_5_3b_instruct,explicit_memory,p_dc216ed4ce,fact_8c926fc1bd,mathematics,11,12,neither
qwen2_5_3b_instruct,explicit_memory,p_7eff5abcbf,fact_4d5af79c4e,mathematics,100,120,neither
qwen2_5_3b_instruct,explicit_memory,p_8cfa6a8d31,fact_bccde82503,mathematics,20,24,neither
qwen2_5_3b_instruct,explicit_memory,p_60d0a33338,fact_87f0b7b0aa,mathematics,3.16,3.14,neither
qwen2_5_3b_instruct,explicit_memory,p_f9f8a29131,fact_4ee49464f9,mathematics,45,90,neither
qwen2_5_3b_instruct,explicit_memory,p_57079f1879,fact_b6ec3374ba,mathematics,360,180,neither
qwen2_5_3b_instruct,explicit_memory,p_1f76041369,fact_1354756506,mathematics,180,360,neither
qwen2_5_3b_instruct,explicit_memory,p_f1d78d484f,fact_b830604e86,mathematics,360,180,neither
qwen2_5_3b_instruct,explicit_memory,p_78f4f1a244,fact_83e5330282,mathematics,180,360,neither
qwen2_5_3b_instruct,explicit_memory,p_8e7355622c,fact_fb36e1341a,biology,48,46,neither
qwen2_5_3b_instruct,explicit_memory,p_873e84164c,fact_92cbeb1ccc,biology,76,78,neither
qwen2_5_3b_instruct,explicit_memory,p_ca4f6d1189,fact_e5e0df5e29,biology,36,38,neither
qwen2_5_3b_instruct,explicit_memory,p_0cd4f91e1f,fact_ebaae32223,biology,62,64,neither
qwen2_5_3b_instruct,explicit_memory,p_657ca02aca,fact_7459b6df2f,biology,46,48,neither
qwen2_5_3b_instruct,explicit_memory,p_8249abd363,fact_abb3fbb79e,biology,10,8,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_3a0052f988,fact_b489166d56,biology,76,78,neither
qwen2_5_3b_instruct,explicit_memory,p_6b1984e474,fact_de913ff24f,biology,46,48,neither
qwen2_5_3b_instruct,explicit_memory,p_fe721b8a2c,fact_bd47cf34ba,biology,retinol,ascorbic acid,neither
qwen2_5_3b_instruct,explicit_memory,p_09841a5f4d,fact_c608fad484,biology,ascorbic acid,retinol,neither
qwen2_5_3b_instruct,explicit_memory,p_fcad970f37,fact_fba410bfb9,biology,calciferol,cholecalciferol,neither
qwen2_5_3b_instruct,explicit_memory,p_f2f6859aa6,fact_0a64f74c8f,biology,biotin,cobalamin,neither
qwen2_5_3b_instruct,explicit_memory,p_91611e641c,fact_8196f397ca,biology,tocopherol,phylloquinone,neither
qwen2_5_3b_instruct,explicit_memory,p_4d5d604afc,fact_71d502cd12,biology,phylloquinone,tocopherol,neither
qwen2_5_3b_instruct,explicit_memory,p_266836e2f9,fact_80c1f0b60e,biology,riboflavin,thiamine,neither
qwen2_5_3b_instruct,explicit_memory,p_95669c4d2f,fact_81491497cf,biology,thiamine,riboflavin,neither
qwen2_5_3b_instruct,explicit_memory,p_87ead31651,fact_b03f402e98,biology,riboflavin,niacin,neither
qwen2_5_3b_instruct,explicit_memory,p_5ae6418454,fact_b76964213e,biology,niacin,folate,neither
qwen2_5_3b_instruct,explicit_memory,p_c0946d5bff,fact_ed29491528,physics,condensation,evaporation,neither
qwen2_5_3b_instruct,explicit_memory,p_efc60d8080,fact_8b5f90d1c9,physics,evaporation,condensation,neither
qwen2_5_3b_instruct,explicit_memory,p_6d9760ab1e,fact_75d16ff435,physics,deposition,sublimation,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_3e809df997,fact_bf724e5a57,physics,sublimation,deposition,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_d14603fbf6,fact_ca95666daf,chemistry,H2SO4,HCl,neither
qwen2_5_3b_instruct,explicit_memory,p_63313cdd9a,fact_5a1fe168b0,chemistry,HCl,H2SO4,neither
qwen2_5_3b_instruct,explicit_memory,p_731ef37b1f,fact_95c0ff4641,chemistry,HCl,HNO3,neither
qwen2_5_3b_instruct,explicit_memory,p_0dac705362,fact_d088c2a623,chemistry,HNO3,CH3COOH,neither
qwen2_5_3b_instruct,explicit_memory,p_0ecebc413a,fact_ec36ddae7a,chemistry,KOH,NaOH,neither
qwen2_5_3b_instruct,explicit_memory,p_339eae251f,fact_2bfb0aed37,chemistry,NaOH,KOH,neither
qwen2_5_3b_instruct,explicit_memory,p_2625414b61,fact_e7a1d2e24e,chemistry,NaOH,NH3,neither
qwen2_5_3b_instruct,explicit_memory,p_e3851616fd,fact_cbc9571a4c,chemistry,HCl,H2CO3,neither
qwen2_5_3b_instruct,explicit_memory,p_1b59f4fb96,fact_457b2a7392,sports,Sao Paulo,Rio de Janeiro,neither
qwen2_5_3b_instruct,explicit_memory,p_f3c3826647,fact_b1d3a409a6,sports,Thessaloniki,Athens,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_fe646f61a1,fact_deefb0c535,sports,Pyeongchang,Beijing,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_9861acc091,fact_bd863ad39d,sports,Sochi,Pyeongchang,neither
qwen2_5_3b_instruct,explicit_memory,p_f7f599da54,fact_919cef6807,sports,Vancouver,Sochi,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_b3580efa31,fact_7b28167dc6,sports,Argentina,West Germany,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_a959d09b55,fact_fa8aa8c110,sports,West Germany,Argentina,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_d8372ff92c,fact_6d0e60e066,sports,10,11,neither
qwen2_5_3b_instruct,explicit_memory,p_b57ed288c1,fact_408ea5ffb4,sports,10,11,neither
qwen2_5_3b_instruct,explicit_memory,p_86f9ca94d7,fact_6caf6e61a1,sports,13,15,neither
qwen2_5_3b_instruct,explicit_memory,p_a72fa8d38f,fact_4ec452c94c,sports,15,13,neither
qwen2_5_3b_instruct,explicit_memory,p_8dfcd91ee4,fact_1d35b0d1bb,sports,12,11,neither
qwen2_5_3b_instruct,explicit_memory,p_8412b4d57f,fact_76fdf8a30d,geography,South America,Africa,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_195cf35c4a,fact_e74e55eed6,geography,Africa,South America,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_f34bf58596,fact_2794b29d74,geography,South America,North America,neither
qwen2_5_3b_instruct,explicit_memory,p_6288ab56ea,fact_5b5639b023,geography,8800,8849,neither
qwen2_5_3b_instruct,explicit_memory,p_b16e7b6642,fact_3f98b1dbf9,geography,8500,8611,neither
qwen2_5_3b_instruct,explicit_memory,p_e3a481c70c,fact_dd0323f495,geography,8500,8586,neither
qwen2_5_3b_instruct,explicit_memory,p_3b447044e6,fact_7736e511d8,geography,8400,8516,neither
qwen2_5_3b_instruct,explicit_memory,p_1f5db0cd41,fact_82717fd9d3,geography,8400,8485,neither
qwen2_5_3b_instruct,explicit_memory,p_bda15e8601,fact_4986e8c5bb,geography,8100,8188,neither
qwen2_5_3b_instruct,explicit_memory,p_8d46509b5e,fact_b477a66807,geography,8100,8167,neither
qwen2_5_3b_instruct,explicit_memory,p_4c55332e6e,fact_c65f47acb4,geography,8100,8163,neither
qwen2_5_3b_instruct,explicit_memory,p_631255f86d,fact_821594db29,geography,second largest,largest,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_f9067f37a5,fact_7fd8c7505c,geography,largest,second largest,no_memory_single_token
qwen2_5_3b_instruct,explicit_memory,p_1fe319e822,fact_0a3330ae4f,geography,second largest,third largest,neither
qwen2_5_3b_instruct,explicit_memory,p_2a670be0d8,fact_75e76d281e,geography,second smallest,smallest,no_context_single_token
qwen2_5_3b_instruct,explicit_memory,p_f5cd67fbd1,fact_3002f6dd8f,geography,South America,North America,neither
qwen2_5_3b_instruct,explicit_memory,p_03b5b350c1,fact_fabe8187a5,geography,North America,South America,neither
qwen2_5_3b_instruct,explicit_memory,p_274cfc9ad2,fact_02351e7b87,geography,North America,South America,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_545f5add2f,fact_50f768a4d5,geography,Rio,Brasilia,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_fcd726e948,fact_18aa9e9202,geography,Mumbai,New Delhi,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_9629f71133,fact_ca64e96245,geography,St Petersburg,Moscow,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_ffd81b43a2,fact_2874804b8c,geography,Cancun,Mexico City,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_11c6fc1af1,fact_286046a449,geography,Cape Town,Pretoria,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_b0c504901f,fact_44005944e3,geography,Cordoba,Buenos Aires,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_23048a384f,fact_2617dd9d80,geography,Cusco,Lima,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_9a1a7f09ba,fact_0222835aa1,geography,Medellin,Bogota,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_27836917ae,fact_ec31e79d2e,geography,Valparaiso,Santiago,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_1932bb842e,fact_650f37efb4,geography,Isfahan,Tehran,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_5cd0669495,fact_038c326d27,geography,Basra,Baghdad,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_38a10fdc59,fact_69609ac68d,geography,Jeddah,Riyadh,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_29f17f8a50,fact_875fda5014,geography,Tel Aviv,Jerusalem,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_c24e10b820,fact_f5e4bfa6f2,geography,Thessaloniki,Athens,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_7525986883,fact_14ff40da97,geography,Gothenburg,Stockholm,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_e5180c4cfe,fact_8374cc6152,geography,Tampere,Helsinki,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_9285f7721b,fact_dc899c066d,geography,Aarhus,Copenhagen,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_af2af40f48,fact_c6f2f1741c,geography,Krakow,Warsaw,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_7e99d58857,fact_4eed072e0a,geography,Lviv,Kyiv,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_ea5970703e,fact_1c83d19930,geography,Cluj,Bucharest,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_75b00449cc,fact_7c6956c666,geography,Debrecen,Budapest,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_92b259aca7,fact_635a00293d,geography,Antwerp,Brussels,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_8b14b5fe4b,fact_a5fe058fe7,geography,Phuket,Bangkok,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_c52f82134c,fact_4bbeadf6ad,geography,Saigon,Hanoi,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_67d96172db,fact_a235a13cfc,geography,Cebu,Manila,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_14ea8f46b9,fact_7b0d3cbc7d,geography,Penang,Kuala Lumpur,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_0690d0c5c0,fact_76fd43d9a1,geography,Busan,Seoul,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_0bdef1e240,fact_c53d00f125,geography,Mombasa,Nairobi,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_73c2063c04,fact_7da9e1a49d,geography,Lagos,Abuja,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_f39ce51722,fact_43a61a9717,geography,Casablanca,Rabat,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_4cb8abc48f,fact_d1a7ba5a02,geography,Nairobi,Addis Ababa,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_6c6a905b85,fact_4ac8a5d8a6,geography,Kumasi,Accra,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_5b6986ba4d,fact_a08651e3a6,geography,Chittagong,Dhaka,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_3a2f27e19a,fact_69259664b6,geography,Colombo,Sri Jayawardenepura Kotte,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_05a50b0c75,fact_0c5ef66604,geography,Los Angeles,Sacramento,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_7833c19965,fact_b5dacf01fb,geography,Miami,Tallahassee,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_54a4fbda42,fact_12c37a2b97,geography,New York City,Albany,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_bedfe6dad5,fact_7f94c6b033,geography,Philadelphia,Harrisburg,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_ef133f8d38,fact_e11e5bad57,geography,Las Vegas,Carson City,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_938b7ad4ac,fact_67f1571903,geography,Baltimore,Annapolis,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_3b1442a1f3,fact_c4dbfabb88,geography,Minneapolis,Saint Paul,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_349c7b5011,fact_ad986f03e1,geography,New Orleans,Baton Rouge,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_64bd7a5a4e,fact_90c385f2dc,geography,Louisville,Frankfort,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_98f6e8c97c,fact_18b6eda606,geography,New Haven,Hartford,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_24563a9e08,fact_39cee6bcd6,geography,Provo,Salt Lake City,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_e78015860f,fact_23011915f5,geography,Cedar Rapids,Des Moines,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_377bf23768,fact_57d9029279,geography,Biloxi,Jackson,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_de601fd461,fact_204e343618,geography,Wichita,Topeka,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_8a80bc1ccc,fact_2b97c29591,geography,Nampa,Boise,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_a19341739d,fact_8fcae9fadc,geography,Hilo,Honolulu,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_94c96f789f,fact_51830d1683,geography,Anchorage,Juneau,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_41f2ca5ca9,fact_8b142e6764,geography,Billings,Helena,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_1eb8e4c91a,fact_6d1a9d7a60,geography,Burlington,Montpelier,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_5daac04756,fact_252cbea80e,geography,Casper,Cheyenne,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_deeb6443db,fact_1c182617ac,geography,Fargo,Bismarck,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_fd79ea9be7,fact_9cf484fbad,geography,Sioux Falls,Pierre,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_2ac116983f,fact_d74971e01c,geography,peso,rupee,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_24e69647b3,fact_5593c8294f,geography,euro,ruble,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_d6248834f3,fact_ecd7399509,geography,euro,krona,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_bca1a360a0,fact_ec84017d27,geography,euro,krone,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_2aa93f8d0b,fact_522a0f0048,geography,dirham,riyal,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_b36a0683d0,fact_24c47ff7c5,geography,riyal,dirham,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_61d54fb702,fact_6a864232a1,chemistry,12,11,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_1631e5c9da,fact_bb0e3ef7c1,chemistry,16,15,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_173fd59cad,fact_2fad0b0703,chemistry,15,16,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_8372db846a,fact_2604b685fa,chemistry,18,17,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_f44f55ded8,fact_d25769596a,chemistry,20,19,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_45f0eb0e7d,fact_da10d5a901,chemistry,19,20,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_cb7f720ce5,fact_b5d325043b,chemistry,27,26,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_4ae337a662,fact_29a641a459,chemistry,30,29,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_4a24ba9b45,fact_9c9a2e4da3,chemistry,29,30,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_739f6f9e95,fact_c43e1459a6,chemistry,48,47,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_fd94fc225e,fact_0b868e4408,chemistry,80,79,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_ad7621f789,fact_cbc55e7f44,chemistry,81,82,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_dcc3230c99,fact_08eccaf034,chemistry,91,92,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_7cf05a54e2,fact_8f6079efd0,chemistry,10,9,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_c51e5247ee,fact_a6120a2c95,chemistry,9,10,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_6c5f09d733,fact_091f43d021,chemistry,14,13,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_a987b8d89f,fact_02df6b17bd,chemistry,13,14,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_7120faf308,fact_5c0dc7c4c5,chemistry,17,18,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_0ec4f32cad,fact_c8249fcab8,chemistry,23,22,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_a3e86b0b7c,fact_a4be9609ed,chemistry,25,24,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_3f493be129,fact_7e9552185f,chemistry,24,25,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_6a41700dde,fact_06db44d557,chemistry,28,27,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_01712cd380,fact_7c8ef8f074,chemistry,27,28,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_a01e860893,fact_7989d46bd5,chemistry,36,35,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_c970a1bccf,fact_fef8128d0d,chemistry,90,100,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_6c1171b77f,fact_8a94d9d5cc,chemistry,80,78,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_26d2f4f3ba,fact_95d3459c6f,chemistry,-200,-196,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_3f0ae9aa24,fact_fe677d97b8,chemistry,-180,-183,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_cb1a71c992,fact_8f256de3b3,chemistry,3000,2862,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_14c39134a9,fact_d088f13b9f,chemistry,3000,2856,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_3db5ed57fe,fact_78050045a0,chemistry,2500,2562,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_3872959fb5,fact_b71dc5a415,chemistry,1700,1749,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_15127ed052,fact_f1d21d7d3f,chemistry,2200,2162,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_7b193512ad,fact_f59785647d,chemistry,-250,-253,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_52e1a3d951,fact_e9a1aeb387,chemistry,-270,-269,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_c45d47d435,fact_0de3017cd4,chemistry,100,78,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_16f1cc2058,fact_7c23c9f721,astronomy,80,95,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_553880fc4a,fact_3b24ebd9f0,astronomy,130,146,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_4646f5b509,fact_da8e8fbaf5,astronomy,20,28,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_be7ee60bb1,fact_98766b58a5,astronomy,20,16,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_ff23609d53,fact_4728a74172,astronomy,planet,dwarf planet,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_a40f5c65c1,fact_687e3cfc53,astronomy,nebula,galaxy,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_1698a4fb65,fact_01e7906f85,astronomy,artificial satellite,natural satellite,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_370e09facf,fact_c9a31e611a,biology,flock,gaggle,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_865a2d3a28,fact_2513c2338c,biology,flock,flamboyance,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_2edb1a2ef0,fact_f11a277a8a,biology,8,10,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_dd2059b1a9,fact_de0e9f2f76,biology,10,8,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_fb3752cd76,fact_35833bcc4a,biology,8,10,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_84c8346adb,fact_f60c2021fa,biology,bird,mammal,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_225ad54a63,fact_2cb53d8be2,biology,fish,mammal,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_7458175d8f,fact_3188c3d1ae,biology,fish,mammal,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_7fb0183ce5,fact_85087344ba,biology,reptile,mammal,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_5905f629a1,fact_0de2dcf992,biology,reptile,amphibian,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_03702996e3,fact_308c87aed8,biology,amphibian,reptile,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_5eeaeb5453,fact_867d11dfe7,biology,reptile,amphibian,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_f59e5a8a64,fact_180a275f41,biology,mammal,fish,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_c7c44727ad,fact_10d2374984,biology,amphibian,reptile,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_438caca335,fact_8959016b9c,biology,mammal,fish,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_88c6cfa436,fact_7b587f2129,biology,fish,invertebrate,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_885b4366db,fact_7edffb20d1,biology,fish,crustacean,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_02ffd177cc,fact_30bdbc5bc3,biology,insect,mollusk,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_f68c271e75,fact_ffdca41653,biology,insect,annelid,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_f82aae4051,fact_69f6727917,biology,100,120,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_3880b07d35,fact_e7e7b24423,biology,300,389,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_d05a8746ea,fact_b2e155ca4c,biology,70,80,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_e283e1b23c,fact_e6d18fe474,biology,70,88,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_0d026af378,fact_6e1b1677c3,biology,60,70,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_58472b0277,fact_50167cdb92,biology,40,56,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_38ae9b9878,fact_dda56837f8,biology,50,40,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_b21b85bbc3,fact_aaf40f91bc,physics,Joule,Newton,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_312185b454,fact_a98b348240,physics,Watt,Joule,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_2d96c87cb3,fact_4db8c24955,physics,Joule,Watt,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_c43ef3b8cf,fact_9dc297664d,physics,Watt,Hertz,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_ea3ef3bc03,fact_83b7bbe8f6,physics,Volt,Ampere,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_fe3cec2599,fact_eee51a6fcf,physics,Ampere,Volt,no_context_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_d5cc385502,fact_92f10dde6d,physics,Volt,Ohm,no_memory_single_token
qwen2_5_3b_instruct,ambiguous_conflict,p_15146f0d91,fact_0df87ca473,physics,Ohm,Farad,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_c1348cde7f,fact_e98ce0fd89,physics,Lumen,Candela,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_d66d71ac3e,fact_33f052cfec,physics,Curie,Becquerel,neither
qwen2_5_3b_instruct,ambiguous_conflict,p_15b8252224,fact_17e6fa8431,physics,Sievert,Gray,no_context_single_token
